Grupė,Numeris,Pavadinimas,Kategorija,Sub-kategorija,Sub-sub-kategorija,sub-sub-sub-kategorijos
P6031,4859659,Spintelƒó pakabinama 1125*630 58440 Vorel,Remonto darbams,Rankinio darbo įrankiai ,"Dėžės, spintelės įrankiams, vežimėliai","Spintelės, lentynos"
P6031,4855449,Stovas universalus dƒó≈æi≈≥ laikymui trij≈≥ lygi≈≥ 65x116x32 cm 871125206632 stb,Remonto darbams,Rankinio darbo įrankiai ,"Dėžės, spintelės įrankiams, vežimėliai","Spintelės, lentynos"
P6032,6560080,Gultas plastikinis su ratukais remonto darbams 102*48 cm YT-0880 YATO,Remonto darbams,Rankinio darbo įrankiai ,"Dėžės, spintelės įrankiams, vežimėliai",Vežimėliai transportavimui
P6032,6569698,Gultas plastikinis su ratukais remonto darbams 81820 Vorel i≈°p.,Remonto darbams,Rankinio darbo įrankiai ,"Dėžės, spintelės įrankiams, vežimėliai",Vežimėliai transportavimui
P6032,6560021,Gultas-kƒódutƒó transformuojamas remonto darbams YT-08802 YATO,Remonto darbams,Rankinio darbo įrankiai ,"Dėžės, spintelės įrankiams, vežimėliai",Vežimėliai transportavimui
P6032,6039870,Ve≈æimƒólis ƒØrankiams su ratukais 780x660x350 mm 3 lentynos 0011013-1 Crownman,Remonto darbams,Rankinio darbo įrankiai ,"Dėžės, spintelės įrankiams, vežimėliai",Vežimėliai transportavimui
P6032,6031968,Ve≈æimƒólis ƒØrankiams su ratukais 795x790x370 mm 3 lentynos max 130 kgYT-55210YATO,Remonto darbams,Rankinio darbo įrankiai ,"Dėžės, spintelės įrankiams, vežimėliai",Vežimėliai transportavimui
P6032,4856669,Ve≈æimƒólis kroviniams YM1399,Remonto darbams,Rankinio darbo įrankiai ,"Dėžės, spintelės įrankiams, vežimėliai",Vežimėliai transportavimui
P6032,5349552,Ve≈æimƒólis plok≈°ƒçi≈≥ transportavimui YT-37433 YATO lstb,Remonto darbams,Rankinio darbo įrankiai ,"Dėžės, spintelės įrankiams, vežimėliai",Vežimėliai transportavimui
P6032,4971182,Ve≈æimƒólis sulankstomas su 4 ratais 75 kg WOZ3832,Remonto darbams,Rankinio darbo įrankiai ,"Dėžės, spintelės įrankiams, vežimėliai",Vežimėliai transportavimui
P6032,4851448,Ve≈æimƒólis transportavimui sulankstomas 70 kg 78660 Vorel,Remonto darbams,Rankinio darbo įrankiai ,"Dėžės, spintelės įrankiams, vežimėliai",Vežimėliai transportavimui
P6032,4859857,Ve≈æimƒólis transportavimui sulankstomas 70 kg 78662 Vorel,Remonto darbams,Rankinio darbo įrankiai ,"Dėžės, spintelės įrankiams, vežimėliai",Vežimėliai transportavimui
P6032,6031965,Ve≈æimƒólis transportavimui sulankstomas 871125213143,Remonto darbams,Rankinio darbo įrankiai ,"Dėžės, spintelės įrankiams, vežimėliai",Vežimėliai transportavimui
P6032,4851558,Ve≈æimƒólis transportavimui sulankstomas 90 kg 78661 Vorel,Remonto darbams,Rankinio darbo įrankiai ,"Dėžės, spintelės įrankiams, vežimėliai",Vežimėliai transportavimui
P6032,6031966,Ve≈æimƒólis/platforma transportavimui 575x300 mm iki 200 kg YT-37421 YATO,Remonto darbams,Rankinio darbo įrankiai ,"Dėžės, spintelės įrankiams, vežimėliai",Vežimėliai transportavimui
P6033,6033005,Apyrankƒó magnetinƒó 340 mm 2 ki≈°enƒós YT-74050 YATO,Remonto darbams,Rankinio darbo įrankiai ,"Dėžės, spintelės įrankiams, vežimėliai","Diržai įrankiams, krepšiai ir kiti"
P6033,6036473,Dir≈æas ƒØrankiams odinis su 11 ki≈°eni≈≥ 78750,Remonto darbams,Rankinio darbo įrankiai ,"Dėžės, spintelės įrankiams, vežimėliai","Diržai įrankiams, krepšiai ir kiti"
P6033,6032673,Dir≈æas ƒØrankiams su 11 ki≈°eni≈≥ 78751 Vorel,Remonto darbams,Rankinio darbo įrankiai ,"Dėžės, spintelės įrankiams, vežimėliai","Diržai įrankiams, krepšiai ir kiti"
P6033,6039736,Dir≈æas ƒØrankiams su 11 ki≈°eni≈≥ HR17478,Remonto darbams,Rankinio darbo įrankiai ,"Dėžės, spintelės įrankiams, vežimėliai","Diržai įrankiams, krepšiai ir kiti"
P6033,6032674,Dir≈æas ƒØrankiams su 6 ki≈°enƒómis 78752 Vorel,Remonto darbams,Rankinio darbo įrankiai ,"Dėžės, spintelės įrankiams, vežimėliai","Diržai įrankiams, krepšiai ir kiti"
P6033,6032240,Dir≈æas ƒØrankiams su petne≈°omis ir ki≈°enƒómis YT-74070 YATO,Remonto darbams,Rankinio darbo įrankiai ,"Dėžės, spintelės įrankiams, vežimėliai","Diržai įrankiams, krepšiai ir kiti"
P6033,6032239,Dir≈æas ƒØrankiams su petne≈°omis ir ki≈°enƒómis YT-74071 YATO,Remonto darbams,Rankinio darbo įrankiai ,"Dėžės, spintelės įrankiams, vežimėliai","Diržai įrankiams, krepšiai ir kiti"
P6033,6031969,Dir≈æas ƒØrankiams YT-74001 YATO,Remonto darbams,Rankinio darbo įrankiai ,"Dėžės, spintelės įrankiams, vežimėliai","Diržai įrankiams, krepšiai ir kiti"
P6033,6031971,Kƒódƒó mink≈°ta sƒódyne su ratukais 81823 Vorel i≈°p. stb,Remonto darbams,Rankinio darbo įrankiai ,"Dėžės, spintelės įrankiams, vežimėliai","Diržai įrankiams, krepšiai ir kiti"
P6033,6032678,"Kƒódutƒó ƒØrankiams su ratukais, 2 stalƒçiai YT-08790 YATO",Remonto darbams,Rankinio darbo įrankiai ,"Dėžės, spintelės įrankiams, vežimėliai","Diržai įrankiams, krepšiai ir kiti"
P6033,6032692,"Kƒódutƒó ƒØrankiams su ratukais, 3 stalƒçiai YT-08795 YATO",Remonto darbams,Rankinio darbo įrankiai ,"Dėžės, spintelės įrankiams, vežimėliai","Diržai įrankiams, krepšiai ir kiti"
P6033,6033000,"Krep≈°ys ƒØrankiams karkasinis su al. rankena 13"" 17 ki≈°eni≈≥ YT-74372 YATO",Remonto darbams,Rankinio darbo įrankiai ,"Dėžės, spintelės įrankiams, vežimėliai","Diržai įrankiams, krepšiai ir kiti"
P6033,6030591,"Krep≈°ys ƒØrankiams karkasinis su nailono rankena 12"", 16 ki≈°eni≈≥ YT-74370 YATO",Remonto darbams,Rankinio darbo įrankiai ,"Dėžės, spintelės įrankiams, vežimėliai","Diržai įrankiams, krepšiai ir kiti"
P6033,6036740,Krep≈°ys ƒØrankiams poliesterinis 410*220*360 mm PFB-02.0014 Crownman (1),Remonto darbams,Rankinio darbo įrankiai ,"Dėžės, spintelės įrankiams, vežimėliai","Diržai įrankiams, krepšiai ir kiti"
P6033,6038395,Krep≈°ys ƒØrankiams poliesterinis 410*240*300 mm PFB-02.0003 Crownman (1),Remonto darbams,Rankinio darbo įrankiai ,"Dėžės, spintelės įrankiams, vežimėliai","Diržai įrankiams, krepšiai ir kiti"
P6033,6032676,Krep≈°ys ƒØrankiams poliesterinis 420*220*270 mm PFB-03.0001 Crownman (1),Remonto darbams,Rankinio darbo įrankiai ,"Dėžės, spintelės įrankiams, vežimėliai","Diržai įrankiams, krepšiai ir kiti"
P6033,6039648,Prijuostƒó ƒØrankiams YT-74060 YATO,Remonto darbams,Rankinio darbo įrankiai ,"Dėžės, spintelės įrankiams, vežimėliai","Diržai įrankiams, krepšiai ir kiti"
P604,6042537,Lituoklis  30W 230V/50Hz 79365 STHOR,Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,Lituokliai 
P604,6041613,Lituoklis  30W IP20 TIP 3.8*70 mm max 400c YT-8271 YATO,Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,Lituokliai 
P604,6042542,Lituoklis  40W 1720004 Crownman,Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,Lituokliai 
P604,6042545,Lituoklis  40W 79382 POWER UP,Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,Lituokliai 
P604,6042543,Lituoklis  60W 1720006 Crownman,Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,Lituokliai 
P604,6042546,Lituoklis  60W 79383 POWER UP,Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,Lituokliai 
P604,6041616,Lituoklis  60W IP20 TIP 6.0*78 mm max 500c YT-8272 YATO,Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,Lituokliai 
P604,6042544,Lituoklis  80W 1720008 Crownman,Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,Lituokliai 
P604,6042536,Lituoklis  80W 230V/50Hz 79368 STHOR,Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,Lituokliai 
P604,6041618,Lituoklis  80W IP20 TIP 6.8*64 mm max 520c YT-8273 YATO,Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,Lituokliai 
P604,6042541,Lituoklis 100W 79385 POWER UP,Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,Lituokliai 
P604,6042549,Lituoklis 150W 1720015 Crownman,Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,Lituokliai 
P604,6041615,Lituoklis 180W transformatorius 200*180*50 mm 230V 50Hz YT-8245 YATO,Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,Lituokliai 
P6041,6041688,"Degiklis dujinis 1,7 kW 650C Kinzo  871125217572",Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,"Litavimo lempos, degikliai"
P6041,6047381,"Degiklis dujinis 1,7 kW 73400",Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,"Litavimo lempos, degikliai"
P6041,5600455,Degiklis dujinis 1600C YT-36709 YATO,Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,"Litavimo lempos, degikliai"
P6041,6041989,Degiklis dujinis 73420 Vorel,Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,"Litavimo lempos, degikliai"
P6041,6042521,Degiklis dujinis M OXY-A CAMPER GAZ (6),Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,"Litavimo lempos, degikliai"
P6041,6041483,Degiklis dujinis pjezo (dujos: 4882017) 73413 Vorel,Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,"Litavimo lempos, degikliai"
P6041,5609802,Degiklis dujinis pjezo 360¬∞ YT-36710 YATO,Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,"Litavimo lempos, degikliai"
P6041,6040830,Degiklis dujinis pjezo 360¬∞ YT-36711 YATO,Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,"Litavimo lempos, degikliai"
P6041,6040828,Degiklis dujinis pjezo 73412 Vorel,Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,"Litavimo lempos, degikliai"
P6041,6047832,Degiklis dujinis su automat. u≈ædegimu M OXY-A PZ CAMPER GAZ (6) (dujos 4882018),Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,"Litavimo lempos, degikliai"
P6041,6040829,Degiklis dujinis su pjezo u≈ædegimu 360¬∞ YT-36720 YATO,Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,"Litavimo lempos, degikliai"
P6041,6041988,Degiklis dujinis su plieniniu antgaliu 800 mm/30 mm YT-36742 YATO,Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,"Litavimo lempos, degikliai"
P6041,6042523,Griebtuvas vakuuminis komponent≈≥ litavimui 150 mm D3/6/10 mm YT-82514 YATO,Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,"Litavimo lempos, degikliai"
P6041,6040458,Kaitiklis dujinis 1300C YT-36700 YATO,Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,"Litavimo lempos, degikliai"
P6041,6047387,Lempa litavimo stogo dangai 1500~1800¬∞C 19.5 kW 1.2 Mpa 73340,Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,"Litavimo lempos, degikliai"
P6041,6047391,Lempa litavimo stogo dangai 800~1200¬∞C 73342,Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,"Litavimo lempos, degikliai"
P6041,6042547,Lempa litavimo stogo dangos prilydymui su ≈æarna ir dviem antgaliais YT-36740YATO,Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,"Litavimo lempos, degikliai"
P6041,6040831,Lempa litavimo su ≈æarna ir antgaliais 360 mm YT-36730 YATO,Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,"Litavimo lempos, degikliai"
P6041,6041619,Lituoklis dujinis 3 in1 73410 Taivanis,Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,"Litavimo lempos, degikliai"
P6041,6040457,Lituoklis dujinis 3IN1 12 ml 1300C YT-36704 YATO i≈°p.,Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,"Litavimo lempos, degikliai"
P6041,5600456,Lituoklis dujinis 3in1 30 ml 1300C su aksesuarais YT-36706 YATO,Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,"Litavimo lempos, degikliai"
P6041,6041628,≈Ωarna dujinƒó prijungimo 5 m 73362 Vorel,Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,"Litavimo lempos, degikliai"
P6042,6041622,Antgalis lituokliui 22 mm ≈æiedinis 73332 i≈°p.,Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,Litavimo medžiagos ir priedai
P6042,6042524,Antgali≈≥ rinkinys kar≈°to oro stotelei 4 vnt. 4.4/8.0/10/12 mm YT-82520 YATO,Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,Litavimo medžiagos ir priedai
P6042,6042525,Antgali≈≥ rinkinys litavimui 6 vnt. tipas 900M YT-82525 YATO,Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,Litavimo medžiagos ir priedai
P6042,6047834,Kanifolija 45 g 76836,Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,Litavimo medžiagos ir priedai
P6042,6049450,Laikiklis lituokliui 79389 i≈°p.,Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,Litavimo medžiagos ir priedai
P6042,6047393,Litavimo pasta 40 g 76835 Lenkija,Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,Litavimo medžiagos ir priedai
P6042,6047392,Litavimo pasta 50 g MUG010 (25),Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,Litavimo medžiagos ir priedai
P6042,6049753,"Lydmetalis be≈°vinis ritƒóje 100 g 2,0 mm 76856",Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,Litavimo medžiagos ir priedai
P6042,6049752,"Lydmetalis be≈°vinis ritƒóje 250 g 1,5 mm 76855",Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,Litavimo medžiagos ir priedai
P6042,6049754,"Lydmetalis be≈°vinis ritƒóje 250 g 2,0 mm 76857",Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,Litavimo medžiagos ir priedai
P6042,6047833,"Lydmetalis be≈°vinis spiralƒóje 14 g 1,0 mm 76870",Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,Litavimo medžiagos ir priedai
P6042,6041532,Lydmetalis ritƒóje  60 g 2 mm HR17441,Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,Litavimo medžiagos ir priedai
P6042,6041535,"Lydmetalis ritƒóje 100 g 1,5 mm HR17442-2",Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,Litavimo medžiagos ir priedai
P6042,6041533,Lydmetalis ritƒóje 100 g 2 mm HR17442,Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,Litavimo medžiagos ir priedai
P6042,6041534,Lydmetalis ritƒóje 250 g 2 mm HR17443,Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,Litavimo medžiagos ir priedai
P6042,6049096,"Lydmetalis ritƒóje Sn60Pb40 100 g 0,7 mm 76806 Lenkija",Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,Litavimo medžiagos ir priedai
P6042,6049095,"Lydmetalis ritƒóje Sn60Pb40 100 g 1,0 mm 76810 Lenkija",Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,Litavimo medžiagos ir priedai
P6042,6049098,"Lydmetalis ritƒóje Sn60Pb40 100 g 1,5 mm 76814 Lenkija",Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,Litavimo medžiagos ir priedai
P6042,6049097,"Lydmetalis ritƒóje Sn60Pb40 100 g 2,0 mm 76818 Lenkija",Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,Litavimo medžiagos ir priedai
P6042,6049094,"Lydmetalis ritƒóje Sn60Pb40 100 g 2,5 mm 76822 Lenkija",Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,Litavimo medžiagos ir priedai
P6042,6049099,"Lydmetalis ritƒóje Sn60Pb40 100 g 3,0 mm 76826 Lenkija",Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,Litavimo medžiagos ir priedai
P6042,6049093,"Lydmetalis ritƒóje Sn60Pb40 250 g 2,0 mm 76819 Lenkija",Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,Litavimo medžiagos ir priedai
P6042,6049092,"Lydmetalis ritƒóje Sn60Pb40 250 g 2,5 mm 76823 Lenkija",Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,Litavimo medžiagos ir priedai
P6042,6047961,Lydmetalis spiralƒóje 15 g YM579 (1),Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,Litavimo medžiagos ir priedai
P6042,6049755,"Lydmetalis variui 100 g 1,5 mm 76880",Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,Litavimo medžiagos ir priedai
P6042,6041626,"Lydmetalis variui 100 g 2,0 mm 76881",Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,Litavimo medžiagos ir priedai
P6042,6041680,Rinkinys litavimui 6 vnt. 79398,Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,Litavimo medžiagos ir priedai
P6042,4852380,Stovelis su lupa 62 mm 73500/(to800620),Remonto darbams,Rankinio darbo įrankiai ,Litavimo įrankiai ir medžiagos,Litavimo medžiagos ir priedai
P605,6050597,Antgaliai silikono ar kit≈≥ tir≈°t≈≥ masi≈≥ tepimui 14 vnt. YT-52622 YATO,Remonto darbams,Rankinio darbo įrankiai ,Statybiniai įrankiai,
P605,6025768,ƒÆrankis armat≈´ros ri≈°imui YT-54233 YATO,Remonto darbams,Rankinio darbo įrankiai ,Statybiniai įrankiai,
P605,6050660,ƒÆrankis instaliacijos grioveliams akytame betone daryti 05850 Vorel,Remonto darbams,Rankinio darbo įrankiai ,Statybiniai įrankiai,
P605,6027055,ƒÆrankis vielos ri≈°imui YT-54230 YATO,Remonto darbams,Rankinio darbo įrankiai ,Statybiniai įrankiai,
P605,5340580,Fiksatoriai armat≈´rai 25 mm 1 m 10 vnt. 49791 Vorel,Remonto darbams,Rankinio darbo įrankiai ,Statybiniai įrankiai,
P605,5340578,Fiksatoriai armat≈´rai G15-20mm 50 vnt. 49785,Remonto darbams,Rankinio darbo įrankiai ,Statybiniai įrankiai,
P605,6050602,Grandiklis grindinio smƒólio lyginimui 120 cm 35032 Vorel,Remonto darbams,Rankinio darbo įrankiai ,Statybiniai įrankiai,
P605,6050599,"Griebtuvas akmenims, i≈°traukƒójas 35020 VOREL",Remonto darbams,Rankinio darbo įrankiai ,Statybiniai įrankiai,
P605,6050600,Griebtuvas bordi≈´r≈≥ perne≈°imui 35015 Vorel,Remonto darbams,Rankinio darbo įrankiai ,Statybiniai įrankiai,
P605,6050649,"Griebtuvas plytoms, blokeliams perne≈°ti 300-500 mm YT-46500 YATO",Remonto darbams,Rankinio darbo įrankiai ,Statybiniai įrankiai,
P605,6050648,"Griebtuvas plytoms, blokeliams perne≈°ti 400-600 mm YT-46501 YATO",Remonto darbams,Rankinio darbo įrankiai ,Statybiniai įrankiai,
P605,5348849,Indas tinkuotojo plastikinis su rankena profesionalus FPVCP Beorol,Remonto darbams,Rankinio darbo įrankiai ,Statybiniai įrankiai,
P605,5340185,Mai≈°elis statybiniam glaistui 04440 Vorel,Remonto darbams,Rankinio darbo įrankiai ,Statybiniai įrankiai,
P605,6050669,Plei≈°tai paneli≈≥ montavimui 40 vnt. 6660,Remonto darbams,Rankinio darbo įrankiai ,Statybiniai įrankiai,
P605,6050667,Plei≈°tas lang≈≥ montavimui 14x43x95 mm 6655,Remonto darbams,Rankinio darbo įrankiai ,Statybiniai įrankiai,
P605,6050668,Plei≈°tas lang≈≥ montavimui 22x45x150 mm 6656,Remonto darbams,Rankinio darbo įrankiai ,Statybiniai įrankiai,
P605,5930095,Prietaisas latak≈≥ kabli≈≥ u≈ælenkimui YT-5410 YATO,Remonto darbams,Rankinio darbo įrankiai ,Statybiniai įrankiai,
P605,6051493,Tinklas statybinis 60x100 cm  4 mm 34944 Lenkija,Remonto darbams,Rankinio darbo įrankiai ,Statybiniai įrankiai,
P605,6051489,Tinklas statybinis 60x100 cm  6 mm 34945 Lenkija,Remonto darbams,Rankinio darbo įrankiai ,Statybiniai įrankiai,
P605,6051492,Tinklas statybinis 60x100 cm  8 mm 34946 Lenkija,Remonto darbams,Rankinio darbo įrankiai ,Statybiniai įrankiai,
P605,6051278,Tinklas statybinis 60x100 cm 10 mm 34947 Lenkija,Remonto darbams,Rankinio darbo įrankiai ,Statybiniai įrankiai,
P606,4005407,"Elektrodai suvirinimo AV 1 Ket Ni Fe 2,5x350 mm 3 vnt. ketui",Remonto darbams,Rankinio darbo įrankiai ,"Suvirinimo priemonės, įranga","Laikikliai elektrodams, elektrodai"
P606,4005408,"Elektrodai suvirinimo AV 1 Ket Ni Fe 3,2x350 mm 4 vnt. ketui",Remonto darbams,Rankinio darbo įrankiai ,"Suvirinimo priemonės, įranga","Laikikliai elektrodams, elektrodai"
P606,6060001,"Elektrodai suvirinimo plienui 2,5x300 mm 2,5 kg ro≈æiniai AWS E6013G74200",Remonto darbams,Rankinio darbo įrankiai ,"Suvirinimo priemonės, įranga","Laikikliai elektrodams, elektrodai"
P606,4460003,Laikiklis elektrodams 500A 1538950 Crownman (1),Remonto darbams,Rankinio darbo įrankiai ,"Suvirinimo priemonės, įranga","Laikikliai elektrodams, elektrodai"
P606,4460001,Laikiklis elektrodams UE-200 74430 Lenkija,Remonto darbams,Rankinio darbo įrankiai ,"Suvirinimo priemonės, įranga","Laikikliai elektrodams, elektrodai"
P606,4460002,Laikiklis elektrodams UE-300 74431 Lenkija,Remonto darbams,Rankinio darbo įrankiai ,"Suvirinimo priemonės, įranga","Laikikliai elektrodams, elektrodai"
P6061,6050646,Laikikliai suvirinimo magnetiniai 45¬∞-90¬∞-135¬∞ 4 vnt. YT-08677 YATO,Remonto darbams,Rankinio darbo įrankiai ,"Suvirinimo priemonės, įranga",Magnetiniai laikikliai
P6061,6050647,Laikikliai suvirinimo magnetiniai 6 vnt. YT-08678 YATO,Remonto darbams,Rankinio darbo įrankiai ,"Suvirinimo priemonės, įranga",Magnetiniai laikikliai
